instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_hour,konsistensi,avg_casual_hourly,avg_registered_hourly,avg_humidity,avg_windspeed,avg_temp,avg_atemp
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,1529,True,3.0416666666666665,60.666666666666664,0.46458333333333335,0.4092125,0.1275,0.10165833333333334
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,3422,True,3.9166666666666665,138.66666666666666,0.41125000000000006,0.16728333333333334,0.2225,0.2279125
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,3922,True,5.625,157.79166666666666,0.50875,0.14117916666666666,0.31916666666666665,0.33394583333333333
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,4169,True,5.875,167.83333333333334,0.53125,0.1816,0.34833333333333333,0.35162916666666666
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,3005,True,3.0833333333333335,122.125,0.7529166666666667,0.09142499999999999,0.31666666666666665,0.33016249999999997
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,4154,True,14.541666666666666,158.54166666666666,0.6345833333333334,0.2058458333333333,0.3433333333333333,0.35162916666666666
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,4318,True,59.791666666666664,120.125,0.5345833333333333,0.19092916666666668,0.3466666666666667,0.35542500000000005
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,2689,True,25.75,86.29166666666667,0.5158333333333334,0.2531125,0.27999999999999997,0.2657875
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,3129,True,21.82608695652174,114.21739130434783,0.5078260869565218,0.2290826086956522,0.28,0.2733913043478261
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,3777,True,7.086956521739131,157.1304347826087,0.5943478260869565,0.2057173913043478,0.28782608695652173,0.29511304347826084
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,4773,True,16.416666666666668,182.45833333333334,0.5679166666666666,0.23447083333333332,0.3958333333333333,0.39266666666666666
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,5062,True,21.5,189.41666666666666,0.5545833333333333,0.1909125,0.45416666666666666,0.4444458333333334
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,3487,True,10.25,135.04166666666666,0.7374999999999999,0.23756666666666668,0.4075,0.41097083333333334
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,2732,True,13.208333333333334,100.625,0.3958333333333333,0.4216416666666667,0.29083333333333333,0.255675
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,3389,True,21.458333333333332,119.75,0.41,0.20522916666666668,0.2791666666666667,0.2683083333333333
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,4322,True,10.541666666666666,169.54166666666666,0.4908333333333333,0.26803333333333335,0.3666666666666667,0.35795416666666663
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,4363,True,9.541666666666666,172.25,0.3958333333333333,0.19341666666666668,0.3591666666666667,0.35352500000000003
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,1834,True,2.8260869565217392,76.91304347826087,0.8047826086956522,0.1791173913043478,0.3443478260869565,0.34846956521739125
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,4990,True,13.541666666666666,194.375,0.6154166666666666,0.2269875,0.48583333333333334,0.4753708333333333
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,3194,True,10.25,122.83333333333333,0.6570833333333334,0.14490416666666667,0.35333333333333333,0.35984166666666667
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,4066,True,39.833333333333336,129.58333333333334,0.62125,0.16107916666666666,0.4141666666666666,0.41349166666666665
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,3423,True,29.583333333333332,113.04166666666667,0.4033333333333333,0.3345708333333333,0.32583333333333336,0.30302083333333335
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,3333,True,8.458333333333334,130.41666666666666,0.50625,0.2288583333333333,0.24333333333333332,0.24117083333333333
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,3956,True,9.208333333333334,155.625,0.4566666666666667,0.200875,0.25833333333333336,0.25504166666666667
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,4916,True,18.0,186.83333333333334,0.5133333333333333,0.3457791666666667,0.40416666666666673,0.3851
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,5382,True,20.25,204.0,0.5675,0.4415625,0.5275,0.5246041666666666
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,4569,True,18.625,171.75,0.4070833333333333,0.4148,0.41083333333333333,0.3970833333333333
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,4118,True,40.333333333333336,131.25,0.35041666666666665,0.22575,0.28750000000000003,0.27776666666666666
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,4911,True,72.08695652173913,141.43478260869566,0.4769565217391304,0.22258695652173915,0.3617391304347826,0.3596695652173913
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,5298,True,34.916666666666664,185.83333333333334,0.4891666666666667,0.2077125,0.46666666666666673,0.4595916666666666
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,5847,True,31.75,211.875,0.6175,0.23695,0.5650000000000001,0.5429291666666667
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,6312,True,41.541666666666664,221.45833333333334,0.5070833333333333,0.1150625,0.5725,0.5486166666666666
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,6192,True,41.875,216.125,0.5795833333333333,0.14988333333333334,0.5575,0.532825
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,4378,True,22.833333333333332,159.58333333333334,0.8420833333333334,0.11319166666666668,0.43583333333333335,0.43622916666666667
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,7836,True,131.45833333333334,195.04166666666666,0.7558333333333334,0.11070416666666667,0.5141666666666667,0.5050458333333333
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,5892,True,91.95833333333333,153.54166666666666,0.81,0.12688333333333332,0.4725,0.464
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,6153,True,40.916666666666664,215.45833333333334,0.7287499999999999,0.16231666666666666,0.545,0.5328208333333333
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,6093,True,43.791666666666664,210.08333333333334,0.8079166666666667,0.12127083333333333,0.5608333333333334,0.5385333333333333
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,6230,True,46.75,212.83333333333334,0.82125,0.08955833333333334,0.5316666666666666,0.5132583333333333
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,6871,True,55.583333333333336,230.70833333333334,0.8312499999999999,0.1175625,0.5541666666666667,0.5315666666666666
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,8362,True,102.875,245.54166666666666,0.6941666666666667,0.1163,0.6016666666666667,0.5700666666666666
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,3372,True,43.041666666666664,97.45833333333333,0.8854166666666666,0.19278333333333333,0.5025000000000001,0.4867333333333333
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,4996,True,63.833333333333336,144.33333333333334,0.8808333333333334,0.22077500000000003,0.4375,0.43748750000000003
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,5558,True,33.125,198.45833333333334,0.4779166666666666,0.38682083333333334,0.4458333333333333,0.43875
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,5102,True,22.125,190.45833333333334,0.29,0.18719166666666667,0.3233333333333333,0.3156541666666667
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,5698,True,28.083333333333332,209.33333333333334,0.48125,0.2916708333333333,0.4841666666666667,0.47095
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,6133,True,34.75,220.79166666666666,0.43916666666666665,0.31965,0.49416666666666664,0.4823041666666667
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,5459,True,33.166666666666664,194.29166666666666,0.5808333333333333,0.13806666666666667,0.37000000000000005,0.37562083333333335
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,6235,True,95.875,163.91666666666666,0.7383333333333333,0.25061666666666665,0.42416666666666664,0.42170833333333335
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,6041,True,97.79166666666667,153.91666666666666,0.67625,0.17226666666666668,0.42583333333333334,0.41728750000000003
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,5936,True,52.52173913043478,205.56521739130434,0.5043478260869565,0.3121391304347826,0.4339130434782609,0.4275130434782609
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,6772,True,56.166666666666664,226.0,0.39666666666666667,0.10013333333333334,0.4666666666666666,0.4614833333333333
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,6436,True,44.083333333333336,224.08333333333334,0.4695833333333333,0.180975,0.5416666666666666,0.53345
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,6457,True,49.666666666666664,219.375,0.3741666666666667,0.21952916666666666,0.435,0.43116250000000006
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,6460,True,75.29166666666667,193.875,0.3770833333333334,0.3003875,0.4033333333333333,0.39076666666666665
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,6857,True,135.5,150.20833333333334,0.2541666666666667,0.27487083333333334,0.4375,0.42612916666666667
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,5169,True,92.91666666666667,122.45833333333333,0.2758333333333333,0.23259583333333333,0.5,0.49242499999999995
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,5585,True,37.708333333333336,195.0,0.3175,0.3581958333333333,0.4891666666666667,0.4766375
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,5918,True,34.125,212.45833333333334,0.435,0.249375,0.4466666666666667,0.4362333333333333
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,4862,True,20.956521739130434,190.43478260869566,0.46956521739130436,0.2952739130434782,0.348695652173913,0.33727391304347826
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,5409,True,27.625,197.75,0.46625,0.2904291666666667,0.39749999999999996,0.3876041666666667
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,6398,True,52.166666666666664,214.41666666666666,0.4083333333333334,0.15547083333333334,0.44250000000000006,0.43180833333333335
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,7460,True,116.45833333333333,194.375,0.5029166666666667,0.19091666666666665,0.49500000000000005,0.48799583333333335
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,7132,True,118.58333333333333,178.58333333333334,0.5079166666666667,0.22512916666666669,0.6066666666666667,0.573875
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,6370,True,49.916666666666664,215.5,0.5616666666666666,0.28482916666666663,0.6641666666666667,0.6149249999999999
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,6691,True,41.208333333333336,237.58333333333334,0.39041666666666663,0.27362916666666665,0.6083333333333333,0.5984875
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,4367,True,14.458333333333334,167.5,0.5691666666666667,0.1679125,0.4633333333333333,0.4570375
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,6565,True,35.25,238.29166666666666,0.6124999999999999,0.06592916666666666,0.49833333333333335,0.49304583333333335
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,7290,True,55.833333333333336,247.91666666666666,0.6945833333333334,0.14987083333333334,0.5266666666666667,0.515775
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,6624,True,105.875,170.125,0.6829166666666667,0.2835875,0.57,0.5429208333333333
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,1027,True,5.0,37.791666666666664,0.8354166666666667,0.34454583333333333,0.39666666666666667,0.3895041666666667
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,3214,True,8.125,125.79166666666667,0.7666666666666666,0.30349583333333335,0.32166666666666666,0.301125
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,5633,True,21.583333333333332,213.125,0.45416666666666666,0.24938333333333332,0.41333333333333333,0.4052833333333334
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,6196,True,27.291666666666668,230.875,0.42791666666666667,0.11879166666666667,0.4766666666666666,0.47031666666666666
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,5026,True,19.791666666666668,189.625,0.7566666666666667,0.176625,0.49833333333333335,0.4835833333333333
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,6233,True,42.25,217.45833333333334,0.4008333333333333,0.3476333333333333,0.4575,0.4526375
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,4220,True,46.666666666666664,129.16666666666666,0.4895833333333333,0.129975,0.3766666666666667,0.3775041666666667
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,6304,True,92.875,169.79166666666666,0.5870833333333333,0.11690833333333334,0.4583333333333333,0.4501208333333333
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,5572,True,27.708333333333332,204.45833333333334,0.57,0.1716375,0.46416666666666667,0.45769583333333336
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,5740,True,27.208333333333332,211.95833333333334,0.6595833333333333,0.15609583333333332,0.6133333333333334,0.5770208333333333
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,6169,True,27.791666666666668,229.25,0.7970833333333333,0.1380583333333333,0.5641666666666667,0.5378958333333334
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,6421,True,31.833333333333332,235.70833333333334,0.7683333333333334,0.13369583333333332,0.5599999999999999,0.5372416666666667
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,6296,True,44.541666666666664,217.79166666666666,0.7354166666666666,0.1629375,0.6275000000000001,0.5909166666666666
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,6883,True,104.0,182.79166666666666,0.7566666666666667,0.15299166666666666,0.6216666666666667,0.5846083333333333
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,6359,True,88.95833333333333,176.0,0.7399999999999999,0.14987916666666667,0.5625,0.5467375
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,6273,True,42.0,219.375,0.6641666666666667,0.23072083333333335,0.5375,0.5271416666666667
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,5728,True,30.75,207.91666666666666,0.6858333333333334,0.2960291666666667,0.5816666666666667,0.5574708333333332
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,4717,True,25.833333333333332,170.70833333333334,0.7441666666666666,0.2164125,0.5750000000000001,0.553025
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,6572,True,42.75,231.08333333333334,0.5520833333333334,0.31406249999999997,0.5058333333333334,0.4917833333333333
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,7030,True,54.958333333333336,237.95833333333334,0.36041666666666666,0.2369375,0.5333333333333333,0.5208333333333334
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,7429,True,109.25,200.29166666666666,0.48041666666666666,0.12313333333333333,0.5641666666666667,0.5448166666666666
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,6118,True,90.5,164.41666666666666,0.57625,0.22511666666666666,0.6125,0.5852375
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,2843,True,14.25,104.20833333333333,0.7895833333333333,0.21269166666666664,0.5733333333333334,0.5498999999999999
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,5115,True,26.041666666666668,187.08333333333334,0.7945833333333333,0.14739166666666667,0.6116666666666667,0.5764041666666667
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,7424,True,41.291666666666664,268.0416666666667,0.6979166666666666,0.12251250000000001,0.6366666666666666,0.595975
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,7384,True,51.75,255.91666666666666,0.52,0.229475,0.5933333333333334,0.5726125
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,7639,True,63.375,254.91666666666666,0.5233333333333333,0.13681666666666667,0.5641666666666667,0.5511208333333334
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,8294,True,142.08333333333334,203.5,0.45625,0.08397500000000001,0.6,0.5669083333333333
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,7129,True,112.66666666666667,184.375,0.5304166666666666,0.2543666666666667,0.6208333333333333,0.5839666666666666
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,4359,True,26.25,155.375,0.8112499999999999,0.23320416666666666,0.5983333333333333,0.5656666666666667
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,6073,True,34.125,218.91666666666666,0.7658333333333333,0.11816666666666666,0.615,0.580825
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,5260,True,31.916666666666668,187.25,0.7745833333333333,0.102,0.6216666666666667,0.5846125
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,6770,True,44.125,237.95833333333334,0.7166666666666667,0.17289583333333333,0.6549999999999999,0.6066999999999999
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,6734,True,59.041666666666664,221.54166666666666,0.7470833333333333,0.14054999999999998,0.68,0.6275291666666666
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,6536,True,118.95833333333333,153.375,0.7325,0.19899166666666668,0.6925,0.6426958333333334
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,6591,True,136.79166666666666,137.83333333333334,0.6970833333333334,0.21517083333333334,0.69,0.641425
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,6043,True,106.54166666666667,145.25,0.67625,0.19652083333333334,0.7125,0.6793
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,5743,True,36.666666666666664,202.625,0.6845833333333333,0.2954,0.7225,0.6729916666666668
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,6855,True,31.041666666666668,254.58333333333334,0.6699999999999999,0.13432916666666667,0.6566666666666666,0.6111291666666666
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,7338,True,45.833333333333336,259.9166666666667,0.49291666666666667,0.19527916666666667,0.68,0.6313291666666666
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,4127,True,22.208333333333332,149.75,0.7554166666666666,0.2375625,0.6541666666666667,0.6079625
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,8120,True,116.45833333333333,221.875,0.5491666666666667,0.1865625,0.5833333333333334,0.5662874999999999
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,7641,True,103.91666666666667,214.45833333333334,0.49333333333333335,0.1840875,0.6025,0.5751333333333334
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,6998,True,44.625,246.95833333333334,0.4870833333333333,0.2848333333333333,0.5975,0.5782833333333334
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,7001,True,40.333333333333336,251.375,0.6133333333333334,0.20957499999999998,0.5408333333333334,0.5258916666666666
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,7055,True,42.791666666666664,251.16666666666666,0.61125,0.077125,0.5541666666666667,0.5422916666666667
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,7494,True,43.25,269.0,0.5670833333333333,0.15735000000000002,0.6024999999999999,0.5694416666666666
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,7736,True,62.0,260.3333333333333,0.4679166666666667,0.17538333333333334,0.6491666666666667,0.5978625
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,7498,True,112.83333333333333,199.58333333333334,0.4370833333333333,0.14428749999999999,0.7108333333333333,0.6483666666666666
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,6598,True,92.66666666666667,182.25,0.5383333333333333,0.13372083333333332,0.7266666666666667,0.6635166666666666
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,6664,True,42.375,235.29166666666666,0.5879166666666666,0.2077125,0.7208333333333333,0.6597208333333333
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,4972,True,19.875,187.29166666666666,0.8333333333333334,0.21454583333333332,0.6533333333333333,0.597875
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,7421,True,48.875,260.3333333333333,0.5820833333333333,0.34327916666666664,0.6558333333333334,0.6111166666666666
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,7363,True,49.166666666666664,257.625,0.5695833333333333,0.2537333333333333,0.6483333333333333,0.6243833333333333
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,7665,True,65.125,254.25,0.5895833333333333,0.17661666666666667,0.6391666666666667,0.5997541666666667
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,7702,True,123.45833333333333,197.45833333333334,0.5041666666666667,0.16666666666666666,0.6316666666666667,0.5947083333333333
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,6978,True,109.75,181.0,0.59875,0.14490416666666667,0.5925,0.571975
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,5099,True,27.208333333333332,185.25,0.7779166666666666,0.17474583333333335,0.5683333333333334,0.5448416666666667
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,6825,True,40.333333333333336,244.04166666666666,0.69,0.14801666666666666,0.6883333333333334,0.6546916666666667
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,6211,True,36.333333333333336,222.45833333333334,0.5920833333333334,0.1138125,0.7825000000000001,0.720975
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,5905,True,32.416666666666664,213.625,0.5679166666666666,0.1187875,0.8058333333333333,0.7525416666666667
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,5823,True,40.166666666666664,202.45833333333334,0.57375,0.18284166666666668,0.7775,0.7241208333333332
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,7458,True,110.70833333333333,200.04166666666666,0.5345833333333333,0.17972083333333333,0.7316666666666666,0.6527916666666667
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,6891,True,106.29166666666667,180.83333333333334,0.4791666666666667,0.145525,0.7433333333333333,0.6742541666666666
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,6779,True,47.458333333333336,235.0,0.5041666666666667,0.30038333333333334,0.7158333333333333,0.6540416666666666
